name,location,average_gpa,average_sat_composite,Average Salary 1yr,Average Salary 5yr,acceptance_rate,average_act_composite,type_of_institution,level_of_institution,average_net_price,number_of_students,gpa_link,latitude,longitude,school_name_clean_key
suny college of technology at canton,"Canton, NY",3.0,1022.0,48722.5,59917.666666666664,0.95,19,PUBLIC,4 YEAR,13431.0,2836.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,suny college of technology at canton
normandale community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,normandale community college
upmc shadyside school of nursing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,upmc shadyside school of nursing
latin beauty academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,latin beauty academy
milan institutebakersfield,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,milan institutebakersfield
skagit valley college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,skagit valley college
hollywood institute of beauty careers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,hollywood institute of beauty careers
western theological seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,western theological seminary
nathan layne institute of cosmetology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,nathan layne institute of cosmetology
indian hills community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,indian hills community college
southeastern collegecolumbia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,southeastern collegecolumbia
reissdavis graduate school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,reissdavis graduate school
island drafting and technical institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,island drafting and technical institute
central alabama community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,central alabama community college
limestone university,"Gaffney, SC",3.5,1073.0,36641.88888888889,46980.375,0.89,20,PRIVATE,4 YEAR,22707.0,1786.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,limestone university
strayer universitysouth charlotte,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,strayer universitysouth charlotte
wright graduate university for the realization of human potential,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,wright graduate university for the realization of human potential
florida career collegetampa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,florida career collegetampa
university of louisville,"Louisville, KY",3.6,1120.0,45680.970588235294,63226.13333333333,0.82,23,PUBLIC,4 YEAR,17894.0,23225.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,university of louisville
arkansas state universitynewport,"Newport, AR",3.2,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,8337.0,1592.0,https://www.appily.com/colleges/gpa/3-3,N/A,N/A,arkansas state universitynewport
j f ingram state technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,j f ingram state technical college
cuny hostos community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cuny hostos community college
osceola technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,osceola technical college
stylemaster college of hair design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,stylemaster college of hair design
university of texas southwestern medical center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of texas southwestern medical center
university of arkansas system eversity,N/A,N/A,N/A,37179.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of arkansas system eversity
san jose campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,san jose campus
central ohio technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,central ohio technical college
diesel driving academybaton rouge,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,diesel driving academybaton rouge
university of missourikansas city,"Kansas City, MO",3.5,1203.0,46729.77272727273,61544.2,0.69,25,PUBLIC,4 YEAR,14643.0,15703.0,https://www.appily.com/colleges/gpa/3-6,N/A,N/A,university of missourikansas city
henrico countysaint marys hospital school of practical nursing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,henrico countysaint marys hospital school of practical nursing
truckee meadows community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,truckee meadows community college
college of southern nevada,"Las Vegas, NV",3.4,1140.0,75252.0,N/A,N/A,22,PUBLIC,4 YEAR,7574.0,28901.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,college of southern nevada
model college of hair design,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,model college of hair design
millermotte collegecharleston,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millermotte collegecharleston
allen university,N/A,N/A,N/A,23346.0,34575.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,allen university
university of dubuque,"Dubuque, IA",4.0,1004.0,45669.7,59555.36363636364,0.85,19,PRIVATE,4 YEAR,26748.0,1776.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,university of dubuque
crandall university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,crandall university
anabaptist mennonite biblical seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,anabaptist mennonite biblical seminary
tennessee college of applied technologycovington,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,tennessee college of applied technologycovington
pontificia universidad catolica madre y maestra,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pontificia universidad catolica madre y maestra
anderson university,"Anderson, SC",3.7,1087.0,39668.583333333336,52193.7,0.45,24,PRIVATE,4 YEAR,21756.0,4121.0,https://www.appily.com/colleges/gpa/3-8,N/A,N/A,anderson university
guam community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,guam community college
hartford international university for religion and peace,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,hartford international university for religion and peace
talladega college,"Talladega, AL",2.4,N/A,27568.0,34752.0,N/A,--,PRIVATE,4 YEAR,15661.0,903.0,https://www.appily.com/colleges/gpa/2-6,N/A,N/A,talladega college
houston barber school,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,houston barber school
austin graduate school of theology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,austin graduate school of theology
shoreline community college dental hygiene,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,shoreline community college dental hygiene
lincoln technical institutelincoln,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lincoln technical institutelincoln
new hampshire institute for therapeutic arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new hampshire institute for therapeutic arts
mission college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mission college
burlington county institute of technologyadult education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,burlington county institute of technologyadult education
abraham baldwin agricultural college,"Tifton, GA",2.9,1029.0,47709.4,45547.666666666664,0.67,19,PUBLIC,4 YEAR,6933.0,3647.0,https://www.appily.com/colleges/gpa/3-0,N/A,N/A,abraham baldwin agricultural college
missouri college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,missouri college
johnson wales universitynorth miami,N/A,N/A,N/A,35055.11111111111,50359.666666666664,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,johnson wales universitynorth miami
syracuse university,"Syracuse, NY",3.8,1291.0,46652.96,76512.45454545454,0.52,29,PRIVATE,4 YEAR,47177.0,22698.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,syracuse university
westminster theological seminary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,westminster theological seminary
john a gupton college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,john a gupton college
international culinary arts and sciences institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,international culinary arts and sciences institute
cleary university,N/A,N/A,N/A,49244.333333333336,72183.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cleary university
mount carmel college of nursing fairfield,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,mount carmel college of nursing fairfield
colorado chinese medicine university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,colorado chinese medicine university
research college of nursing,N/A,N/A,N/A,75705.0,81458.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,research college of nursing
ivy tech community collegeindianapolis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ivy tech community collegeindianapolis
medical career college of northern california,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,medical career college of northern california
baker college of jackson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,baker college of jackson
lincoln christian university,"Lincoln, IL",3.4,1113.0,N/A,N/A,0.64,22,PRIVATE,4 YEAR,18141.0,258.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,lincoln christian university
milan institutemerced,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,milan institutemerced
fortis institutepensacola,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fortis institutepensacola
lakeview college of nursing,N/A,N/A,N/A,69090.0,78056.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lakeview college of nursing
withlacoochee technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,withlacoochee technical college
catholic theological union at chicago,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,catholic theological union at chicago
jackson state university,"Jackson, MS",3.1,1012.0,34618.94736842105,48255.0,0.89,19,PUBLIC,4 YEAR,14915.0,6906.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,jackson state university
united states air force academy,"USAF Academy, CO",3.8,1368.0,N/A,N/A,0.16,31,PUBLIC,4 YEAR,N/A,4085.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,united states air force academy
new york film academy,N/A,N/A,N/A,17298.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,new york film academy
andrews university,"Berrien Springs, MI",3.6,1215.0,69542.0,70962.0,0.91,26,PRIVATE,4 YEAR,21934.0,2858.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,andrews university
osceola technical college poinciana campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,osceola technical college poinciana campus
texas am universitycentral texas,N/A,N/A,N/A,48066.6,52379.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,texas am universitycentral texas
paul mitchell the schoolcolumbia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,paul mitchell the schoolcolumbia
allstate careerbaltimore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,allstate careerbaltimore
warren county career center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,warren county career center
palomar institute of cosmetology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,palomar institute of cosmetology
beckfield collegeflorence,N/A,N/A,N/A,83033.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,beckfield collegeflorence
purdue university purdue polytechnic south bend,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,purdue university purdue polytechnic south bend
daybreak university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,daybreak university
robert fiance beauty schoolsnorth plainfield,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,robert fiance beauty schoolsnorth plainfield
myrangel beauty institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,myrangel beauty institute
frontier nursing university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,frontier nursing university
international college of broadcasting,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,international college of broadcasting
california indian nations college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,california indian nations college
taylor business institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,taylor business institute
wade college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,wade college
lake erie college of osteopathic medicine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lake erie college of osteopathic medicine
western michigan university homer stryker md school of medicine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,western michigan university homer stryker md school of medicine
the college of health care professionsnorthwest,N/A,N/A,N/A,41507.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,the college of health care professionsnorthwest
riverside county office of educationschool of career education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,riverside county office of educationschool of career education
hofstra university,"Hempstead, NY",3.8,1262.0,37511.04,69662.68965517242,0.69,28,PRIVATE,4 YEAR,53310.0,10238.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,hofstra university
everest college phoenix,N/A,N/A,N/A,N/A,38140.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,everest college phoenix
fortis institutelawrenceville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fortis institutelawrenceville
northshore university healthsystem school of nurse anesthesia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,northshore university healthsystem school of nurse anesthesia
love beauty school inc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,love beauty school inc
gwinnett collegelilburn,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,gwinnett collegelilburn
sae institute of technologymiami,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sae institute of technologymiami
isabella graham hart school of practical nursing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,isabella graham hart school of practical nursing
vanguard university of southern california,"Costa Mesa, CA",3.3,1070.0,80727.0,63084.77777777778,0.75,20,PRIVATE,4 YEAR,21667.0,2256.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,vanguard university of southern california
carroll community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,carroll community college
catholic distance university,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,catholic distance university
fortis instituteforty fort,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fortis instituteforty fort
university of phoenixnew jersey,N/A,N/A,N/A,54836.5,60768.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of phoenixnew jersey
redondo beach beauty college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,redondo beach beauty college
fidmfashion institute of design merchandising,N/A,N/A,N/A,31188.5,55545.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,fidmfashion institute of design merchandising
instituto tecnologico y de estudios superiores de monterrey,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,instituto tecnologico y de estudios superiores de monterrey
inter american university of puerto ricoschool of optometry,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,inter american university of puerto ricoschool of optometry
alder graduate school of education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,alder graduate school of education
advance beauty techs academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,advance beauty techs academy
pennsylvania highlands community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,pennsylvania highlands community college
central oregon community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,central oregon community college
empire beauty schoolgwinnett,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,empire beauty schoolgwinnett
minnesota west community and technical college,"Granite Falls, MN",2.6,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,11952.0,3352.0,https://www.appily.com/colleges/gpa/2-7,N/A,N/A,minnesota west community and technical college
hinds community college,"Raymond, MS",2.3,N/A,N/A,N/A,1.0,--,PUBLIC,2 YEAR,3757.0,9407.0,https://www.appily.com/colleges/GPA/2-5,N/A,N/A,hinds community college
professional culinary academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,professional culinary academy
college of staten island cuny,"Staten Island, NY",3.1,N/A,44170.166666666664,72669.2,0.99,--,PUBLIC,4 YEAR,5118.0,10248.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,college of staten island cuny
western carolina university,"Cullowhee, NC",3.4,1124.0,38126.325,51328.0,0.85,22,PUBLIC,4 YEAR,13221.0,11635.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,western carolina university
adrian college,"Adrian, MI",3.2,1046.0,39657.8,53224.875,0.69,20,PRIVATE,4 YEAR,26101.0,1821.0,https://www.appily.com/colleges/gpa/3-3,N/A,N/A,adrian college
w l bonner college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,w l bonner college
lincoln college of technologyindianapolis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lincoln college of technologyindianapolis
haywood community college,"Clyde, NC",3.0,N/A,N/A,N/A,N/A,--,PUBLIC,2 YEAR,5780.0,1286.0,https://www.appily.com/colleges/gpa/3-1,N/A,N/A,haywood community college
manatee technical college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,manatee technical college
central carolina community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,central carolina community college
national institute for medical assistant advancement nimaa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,national institute for medical assistant advancement nimaa
goodwin university bridgeport campus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,goodwin university bridgeport campus
texas college of cosmetologysan angelo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,texas college of cosmetologysan angelo
avenue academy a cosmetology institute,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,avenue academy a cosmetology institute
finlandia university,N/A,N/A,N/A,49127.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,finlandia university
bradley university,"Peoria, IL",3.8,1182.0,48622.565217391304,64901.44827586207,0.75,26,PRIVATE,4 YEAR,24053.0,5552.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,bradley university
ocean county college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ocean county college
oregon coast community college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,oregon coast community college
academy of interactive entertainment,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,academy of interactive entertainment
university of arkansas,"Fayetteville, AR",3.8,1253.0,44499.301886792455,65307.96,0.79,27,PUBLIC,4 YEAR,12235.0,30936.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,university of arkansas
sierra college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sierra college
south eastern beauty academy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,south eastern beauty academy
briarcliffe college,N/A,N/A,N/A,N/A,50729.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,briarcliffe college
national conservatory of dramatic arts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,national conservatory of dramatic arts
cazenovia college,N/A,N/A,N/A,33626.6,48768.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,cazenovia college
university of wyoming,"Laramie, WY",3.6,1203.0,42318.97222222222,58421.416666666664,0.96,24,PUBLIC,4 YEAR,12224.0,11100.0,https://www.appily.com/colleges/gpa/3-7,N/A,N/A,university of wyoming
university of western australia the,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,university of western australia the
bryant stratton collegewauwatosa,N/A,N/A,N/A,48541.333333333336,49545.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,bryant stratton collegewauwatosa
harrisburg area community collegelebanon,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,harrisburg area community collegelebanon
career development institute inc,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,career development institute inc
healthtech institute of memphis,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,healthtech institute of memphis
otsego area bocespractical nursing program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,otsego area bocespractical nursing program
potomac state college of west virginia university,"Keyser, WV",3.1,980.0,51938.333333333336,66345.66666666667,0.87,24,PUBLIC,4 YEAR,8277.0,1145.0,https://www.appily.com/colleges/gpa/3-2,N/A,N/A,potomac state college of west virginia university
gupton jones college of funeral service,"Decatur, GA",2.0,N/A,N/A,N/A,N/A,--,PRIVATE,2 YEAR,16398.0,479.0,https://www.appily.com/colleges/GPA/2-5,N/A,N/A,gupton jones college of funeral service
millermotte collegemccannallentown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,millermotte collegemccannallentown
neumann university,"Aston, PA",3.3,1002.0,42067.125,60313.63636363636,0.85,--,PRIVATE,4 YEAR,23808.0,2155.0,https://www.appily.com/colleges/gpa/3-4,N/A,N/A,neumann university
lincoln technical institutesomerville,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,lincoln technical institutesomerville
richmond the american international university in london,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,richmond the american international university in london
everglades university tampa,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,everglades university tampa
louisiana state university,"Baton Rouge, LA",3.8,1242.0,N/A,N/A,0.76,28,PUBLIC,4 YEAR,20352.0,37348.0,https://www.appily.com/colleges/gpa/4-0,N/A,N/A,louisiana state university
butte county regional occupational program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,butte county regional occupational program
ohio dominican university,"Columbus, OH",3.4,1112.0,42672.75,55619.5,0.52,21,PRIVATE,4 YEAR,19960.0,1276.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,ohio dominican university
turning point beauty college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,turning point beauty college
university of hawaiiwest oahu,"Kapolei, HI",3.4,1007.0,41082.5,56889.0,0.96,18,PUBLIC,4 YEAR,13331.0,2913.0,https://www.appily.com/colleges/gpa/3-5,N/A,N/A,university of hawaiiwest oahu
ben franklin career center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ben franklin career center
dragon rises college of oriental medicine,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dragon rises college of oriental medicine
dongguk university los angeles,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,dongguk university los angeles
austin community college district,N/A,N/A,N/A,88105.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,austin community college district
jefferson college,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,jefferson college
